R-BQ-RK-PPPP-PPP--N--N---b--P----B--p-----n--n--pppp-pppr-bqk--r,bB,,b,e8g8
R-BQK---PPP---P---N--N----BPPp--------p---pp----pp---p--rnbqk-nb,WB,,w,f3e5
R-BQK---PPP---P---N--N----BPPp--------p---pp----pp---pb-rnbqk-nR,WB,,b,g7h8
R-BQK--R----NPPPP-PB------PPP-----p------pn-pn--p--p-pppr-bq-rk-,wW,,b,f6e8
R-BQK--R----NPPPP-PBP-----PP------p-------n-pn--pp-p-pppr-bq-rk-,wW,,b,b7b6
R-BQK--R----NPPPP-PBP-----PP------p------pn-pn--p--p-pppr-bq-rk-,wW,,w,e3e4
R-BQK--R-P---PPP--N-PN--P-BP---------b----p-pn--pp---ppprn-qkb-r,wWbB,,b,f8b4
R-BQK--R-P---PPP--N-PN--PbBP---------b----p-pn--pp---ppprn-qk--r,wWbB,,w,e1g1
R-BQK--R-PP-BPPPP-----N----PN---------------pn--ppp-bppprnbq-rk-,wW,,b,b8c6
R-BQK--RP----PPP--PBPN----PP------p-------n-pn--pp-p-pppr-bqk--r,wWbB,,b,d7d6
R-BQK--RP---NPPP--P-------BPP-----------------p-ppp-ppbprnbq-rk-,wW,,b,b7b6
R-BQK--RP---NPPP--P-------BPP-----------------p-ppp-ppbprnbq-rk-,wW,,b,b8c6
R-BQK--RP---NPPP--P-------BPP-----------------p-ppp-ppbprnbq-rk-,wW,,b,c7c5
R-BQK--RP---NPPP--P-------BPP-----------------p-ppp-ppbprnbq-rk-,wW,,b,d8d7
R-BQK--RP---NPPP--P-------BPP-----------------p-pppqppbprnb--rk-,wW,,w,e1g1
R-BQK--RP---NPPP--P-------BPP-----p-----------p-pp--ppbprnbq-rk-,wW,c5,w,e1g1
R-BQK--RPP---PPP---B-------p-----N--N---p---pn-------pppr-bqkb-r,wWbB,,b,a6b5
R-BQK--RPP---PPP---B-------p-----p--N-------pn-------pppr-bqkb-r,wWbB,,w,d1f3
R-BQK--RPP---PPP---B-------p-----p--N-------pn-------pppr-bqkb-r,wWbB,,w,e1g1
R-BQK--RPP---PPP---B-N-----p-----N--P---p---pn-----n-pppr-bqkb-r,wWbB,,b,d7e5
R-BQK--RPP---PPP---B-N-----p-----N--P---p---pn-----n-pppr-bqkb-r,wWbB,,b,f6g4
R-BQK--RPP---PPP---B-N-----p-----N--n---p---pn-------pppr-bqkb-r,wWbB,,w,f3e5
R-BQK--RPP---PPP--N--N----B-P-------------np----pp--ppppr-bqkbnr,wWbB,,b,e7e6
R-BQK--RPP---PPP--N--N----B-P-------------np----ppp--pppr-bqkbnr,wWbB,,b,c8g4
R-BQK--RPP---PPP--N--N----B-P-------------npp---pp---pppr-bqkbnr,wWbB,,w,e1g1
R-BQK--RPP---PPP--N--N----B-P-b-----------np----ppp--pppr--qkbnr,wWbB,,w,e1g1
R-BQK--RPP---PPP--N--N---bB-P-------------n-----pppp-pppr-bqk-nr,wWbB,,b,g8f6
R-BQK--RPP---PPP--N--N---bBPP-------------n--n--pppp-pppr-bqk--r,wWbB,,b,f6e4
R-BQK--RPP---PPP--N--N---bBPn-------------n-----pppp-pppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPP---PPP--N-PN----BP--------------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,b7b5
R-BQK--RPP---PPP--N-PN----BP-----p--------p-pn--p--n-pppr-bqkb-r,wWbB,b5,w,c4d3
R-BQK--RPP---PPP--NB-----bPNP-----------p---pn---p-p-ppprnbqk--r,wWbB,,b,b8c6
R-BQK--RPP---PPP--NB-----bPNP-----------p-n-pn---p-p-pppr-bqk--r,wWbB,,w,d3c2
R-BQK--RPP---PPP--NB-N-----P-----pp-P---p---pn-----n-pppr-bqkb-r,wWbB,,b,c5d4
R-BQK--RPP---PPP--NB-N-----PP----p------p-p-pn-----n-pppr-bqkb-r,wWbB,,b,b5b4
R-BQK--RPP---PPP--NB-N-----PP----p------p-p-pn-----n-pppr-bqkb-r,wWbB,,b,c6c5
R-BQK--RPP---PPP--NB-N-----PP----pp-----p---pn-----n-pppr-bqkb-r,wWbB,,w,d4d5
R-BQK--RPP---PPP--NB-N-----PP----pp-----p---pn-----n-pppr-bqkb-r,wWbB,,w,e4e5
R-BQK--RPP---PPP--NB-N-----p-----p--P---p---pn-----n-pppr-bqkb-r,wWbB,,w,c3b5
R-BQK--RPP---PPP--NBPN-----P-----p--------p-pn--p--n-pppr-bqkb-r,wWbB,,b,a7a6
R-BQK--RPP---PPP--NBPN-----P-----p--------p-pn--p--n-pppr-bqkb-r,wWbB,,b,b5b4
R-BQK--RPP---PPP--NBPN-----P-----p--------p-pn--p--n-pppr-bqkb-r,wWbB,,b,c8b7
R-BQK--RPP---PPP--NBPN-----P-----p------p-p-pn-----n-pppr-bqkb-r,wWbB,,w,e3e4
R-BQK--RPP---PPP--NBPN----PP-------p---------np-ppp-ppbprnbq-rk-,wW,,b,c7c6
R-BQK--RPP---PPP--NBPN----PP-------p------p--np-pp--ppbprnbq-rk-,wW,,w,e1g1
R-BQK--RPP---PPP--NBPN----PP-------p------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,d5c4
R-BQK--RPP---PPP--NBPN----PP-------p------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,f8b4
R-BQK--RPP---PPP--NBPN----PP-------p------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,f8d6
R-BQK--RPP---PPP--NBPN----PP-------p------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,f8e7
R-BQK--RPP---PPP--NBPN----PP------pp------n-pn--pp---pppr-bqkb-r,wWbB,,b,f8d6
R-BQK--RPP---PPP--NBPN----PP------pp------nbpn--pp---pppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPP---PPP--NBPN----PPn------p------p-p---pp---ppprnbqkb-r,wWbB,,b,f7f5
R-BQK--RPP---PPP--NBPN----pP--------------p-pn--pp-n-pppr-bqkb-r,wWbB,,w,d3c4
R-BQK--RPP---PPP--NBPN---bPP-------p--------pn--ppp--ppprnbq-rk-,wW,,b,b7b6
R-BQK--RPP---PPP--NBPN---bPP-------p--------pn--ppp--ppprnbq-rk-,wW,,b,b8c6
R-BQK--RPP---PPP--NBPN---bPP-------p--------pn--ppp--ppprnbq-rk-,wW,,b,c7c5
R-BQK--RPP---PPP--NBPN---bPP-------p------n-pn--ppp--pppr-bq-rk-,wW,,w,e1g1
R-BQK--RPP---PPP--NBPN---bPP------p-------n-pn--pp-p-pppr-bqk--r,wWbB,,b,b4c3
R-BQK--RPP---PPP--NBPN---bPP------pp--------pn--pp---ppprnbq-rk-,wW,c5,w,e1g1
R-BQK--RPP---PPP--bBPN----PP------p-------n-pn--pp-p-pppr-bqk--r,wWbB,,w,b2c3
R-BQK--RPP--B-PP--N-------PNPP-------------p-np-pp--ppbprnbq-rk-,wW,,b,b8c6
R-BQK--RPP--B-PP--N-------PNPP------------np-np-pp--ppbpr-bq-rk-,wW,,w,c1e3
R-BQK--RPP--B-PP--N--N------PP----pP-------p-np-pp---pbprnbq-rk-,wW,,b,f8e8
R-BQK--RPP--B-PP--N--N----P-PP----pP-------ppnp-pp---pbprnbq-rk-,wW,,b,e6d5
R-BQK--RPP--B-PP--N--N----P-PP----pp-------p-np-pp---pbprnbq-rk-,wW,,w,e4e5
R-BQK--RPP--B-PP--N--N----PP--------Pb---n--p---ppp-bppprn-q-rk-,wW,,w,e1g1
R-BQK--RPP--B-PP--N--N----PP--------Pb---n--p---ppp-bppprn-qk--r,wWbB,,b,e8g8
R-BQK--RPP--B-PP--N--N----PPPP----p--------p-np-pp--ppbprnbq-rk-,wW,,b,c5d4
R-BQK--RPP--B-PP--N--N----PpPP-------------p-np-pp--ppbprnbq-rk-,wW,,w,f3d4
R-BQK--RPP--BPPP--N--N------P-----pP-------p-np-pp---pbprnbq-rk-,wW,,w,e1g1
R-BQK--RPP--BPPP--N--N------P-----pP-------p-np-pp---pbprnbqk--r,wWbB,,b,e8g8
R-BQK--RPP--BPPP--N--N----P-P------Pp------p-np-ppp--pbprnbq-rk-,wW,,b,a7a5
R-BQK--RPP--BPPP--N--N----P-P------Pp------p-np-ppp--pbprnbq-rk-,wW,,b,b8d7
R-BQK--RPP--BPPP--N--N----P-P------Pp------p-np-pppn-pbpr-bq-rk-,wW,,w,c1g5
R-BQK--RPP--BPPP--N--N----PPP--------------p-np-ppp-ppbprnbq-rk-,wW,,b,b8a6
R-BQK--RPP--BPPP--N--N----PPP--------------p-np-ppp-ppbprnbq-rk-,wW,,b,e7e5
R-BQK--RPP--BPPP--N--N----PPP-------p------p-np-ppp--pbprnbq-rk-,wW,e5,w,c1e3
R-BQK--RPP--BPPP--N--N----PPP-------p------p-np-ppp--pbprnbq-rk-,wW,e5,w,d4d5
R-BQK--RPP--BPPP--N--N----PPP-------p------p-np-ppp--pbprnbq-rk-,wW,e5,w,d4e5
R-BQK--RPP--BPPP--N--N----PPP-------p------p-np-ppp--pbprnbq-rk-,wW,e5,w,e1g1
R-BQK--RPP--BPPPN-N-------P-P-----------p-nppn---p--bpppr-bq-rk-,wW,,w,e1g1
R-BQK--RPP--BPPPN-N-------P-P-----------p-nppn---p--bpppr-bqk--r,wWbB,,b,e8g8
R-BQK--RPP--PPBP--N--NP-----------pP-------p-np-pp---pbprnbq-rk-,wW,,w,e1g1
R-BQK--RPP--PPBP--N--NP-----------pP-------p-np-pp---pbprnbqk--r,wWbB,,b,e8g8
R-BQK--RPP--PPBP--N--NP----P------pp------n--n--pp---pppr-bqkb-r,wWbB,,b,c8g4
R-BQK--RPP--PPBP--N--NP----P------pp------n--n--pp---pppr-bqkb-r,wWbB,,b,f8e7
R-BQK--RPP--PPBP--N--NP----P------pp------n--n--pp--bpppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPP--PPBP--N--NP---PP---------------p-np-ppp-ppbprnbq-rk-,wW,,b,b8c6
R-BQK--RPP--PPBP--N--NP---PP---------------p-np-ppp-ppbprnbq-rk-,wW,,b,b8d7
R-BQK--RPP--PPBP--N--NP---PP---------------p-np-ppp-ppbprnbq-rk-,wW,,b,c7c5
R-BQK--RPP--PPBP--N--NP---PP---------------p-np-ppp-ppbprnbq-rk-,wW,,b,c7c6
R-BQK--RPP--PPBP--N--NP---PP---------------p-np-pppnppbpr-bq-rk-,wW,,w,e1g1
R-BQK--RPP--PPBP--N--NP---PP--------------np-np-ppp-ppbpr-bq-rk-,wW,,w,e1g1
R-BQK--RPP--PPBP--N--NP---PP--------------pp-np-pp--ppbprnbq-rk-,wW,,w,e1g1
R-BQK--RPP--PPBP--N--NP---PP-------------p--pn--pbppbppprn-qk--r,wWbB,,b,f6e4
R-BQK--RPP--PPBP--N--NP---PP------p--------p-np-pp--ppbprnbq-rk-,wW,c5,w,e1g1
R-BQK--RPP--PPBP--N--NP---PPn------------p--p---pbppbppprn-qk--r,wWbB,,w,c1d2
R-BQK--RPP-N-PPP---BPN----PP-------p------p-pn--pp-n-pppr-bqkb-r,wWbB,,b,c6c5
R-BQK--RPP-N-PPP---BPN----PPn------p------p-p---pp---ppprnbqkb-r,wWbB,,b,f7f5
R-BQK--RPP-NNPPP---B-------P-------pP-----n-p---pp-n-pppr-bqkb-r,wWbB,,b,d7b6
R-BQK--RPP-NNPPP--PB-------P------ppP-----n-p---pp-n-pppr-bqkb-r,wWbB,,b,c5d4
R-BQK--RPP-NNPPP--PB-------p-------pP-----n-p---pp-n-pppr-bqkb-r,wWbB,,w,c3d4
R-BQK--RPP-PNPBP--N-P-P---P---------p-----np--p-ppp--pbpr-bqk-nr,wWbB,,b,c8e6
R-BQK--RPP-PNPBP--N-P-P---P---------p-----np--p-ppp--pbpr-bqk-nr,wWbB,,b,g8h6
R-BQK--RPP-PPPBP--N--NP------------n----------p-ppp-ppbprnbqk--r,wWbB,,b,e7e5
R-BQK--RPP-PPPBP--N--NP---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,e7e5
R-BQK--RPP-PPPBP--N--NP---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,g8f6
R-BQK--RPP-PPPBP--N--NP---P-------p-------n--np-pp-pppbpr-bqk--r,wWbB,,w,e1g1
R-BQK--RPPP---P---N--N----BPPp--------P---pp---ppp---pb-rnbqk-nr,wWbB,,b,h6g5
R-BQK--RPPP---P---N--N----BPPp--------p---pp----pp---pb-rnbqk-nr,wWbB,,w,h1h8
R-BQK--RPPP---P---N--N----BPPp-P------p----p---pppp--pb-rnbqk-nr,wWbB,,b,c7c6
R-BQK--RPPP---P---N--N----BPPp-P------p---pp---ppp---pb-rnbqk-nr,wWbB,,w,h4g5
R-BQK--RPPP---P---NP-N-P--B-PPb---b-p-----np-n--ppp--pppr--qk--r,wWbB,,b,g4f3
R-BQK--RPPP---P---NP-b-P--B-PP----b-p-----np-n--ppp--pppr--qk--r,wWbB,,w,d1f3
R-BQK--RPPP---PP--N--N----BPPpp-----------n-----pppp-p-pr-bqkbnr,wWbB,,b,g4f3
R-BQK--RPPP---PP--N--p----BPPp------------n-----pppp-p-pr-bqkbnr,wWbB,,w,e1g1
R-BQK--RPPP---PP--NP-N----B-PP----b-p-----np-n--ppp--pppr-bqk--r,wWbB,,b,c8g4
R-BQK--RPPP---PP--NP-N----B-PPb---b-p-----np-n--ppp--pppr--qk--r,wWbB,,w,h2h3
R-BQK--RPPP--PPP--N-------B-P-------------Np-np-pp--pp-pr-bqkb-r,wWbB,,b,b7c6
R-BQK--RPPP--PPP--N-------B-P-------------pp-np-p---pp-pr-bqkb-r,wWbB,,w,e4e5
R-BQK--RPPP--PPP--N-------BNP--------------ppn--pp---ppprnbqkb-r,wWbB,,b,a7a6
R-BQK--RPPP--PPP--N-------BNP--------------ppn--pp---ppprnbqkb-r,wWbB,,b,b8c6
R-BQK--RPPP--PPP--N-------BNP-------------np-n--pp--ppppr-bqkb-r,wWbB,,b,d8b6
R-BQK--RPPP--PPP--N-------BNP-------------np-n--pp--ppppr-bqkb-r,wWbB,,b,g7g6
R-BQK--RPPP--PPP--N-------BNP-------------np-np-pp--pp-pr-bqkb-r,wWbB,,w,d4c6
R-BQK--RPPP--PPP--N-------BNP-------------nppn--pp---pppr-bqkb-r,wWbB,,w,c1e3
R-BQK--RPPP--PPP--N-------BNP-------------nppn--pp---pppr-bqkb-r,wWbB,,w,c4b3
R-BQK--RPPP--PPP--N-------BNP-----------p--ppn---p---ppprnbqkb-r,wWbB,,w,c4b3
R-BQK--RPPP--PPP--N-------BPP-------p-N----p-n--pppnbpppr-bq-rk-,wW,,w,c4f7
R-BQK--RPPP--PPP--N-------BPP-------p-N----p-n--pppnbpppr-bqk--r,wWbB,,b,e8g8
R-BQK--RPPP--PPP--N--N-----PP----B--p-----np----pppb-pppr--qkbnr,wWbB,,b,g8f6
R-BQK--RPPP--PPP--N--N-----PP----B--p-----np-n--pppb-pppr--qkb-r,wWbB,,w,b5c6
R-BQK--RPPP--PPP--N--N----BPP-------p------p-n--pppn-pppr-bqkb-r,wWbB,,b,f8e7
R-BQK--RPPP--PPP--N--N----BPP-------p------p-n--pppnbpppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPPP--PPP--N--N----BPP-------p------p-n--pppnbpppr-bqk--r,wWbB,,w,f3g5
R-BQK--RPPP--PPP--NB-----b-NP---------------pn--pp-p-ppprnbqk--r,wWbB,,b,e6e5
R-BQK--RPPP--PPP--NP-N----B-P-----b-p-----n--n--pppp-pppr-bqk--r,wWbB,,b,d7d6
R-BQK--RPPP--PPP--NP-N----B-P-----b-p-----np-n--ppp--pppr-bqk--r,wWbB,,w,c1g5
R-BQK--RPPP--PPP-BN--------NP-------------nppn--pp---pppr-bqkb-r,wWbB,,b,f8e7
R-BQK--RPPP--PPP-BN--------NP-------------nppn--pp--bpppr-bqk--r,wWbB,,w,c1e3
R-BQK--RPPP--PPP-BN--------NP-----------p--ppn---p---ppprnbqkb-r,wWbB,,b,b7b5
R-BQK--RPPP-BPPP--N--------NP--------------p-n--ppp-bppprnbq-rk-,wW,,w,e1g1
R-BQK--RPPP-BPPP--N--------NP--------------p-n--ppp-bppprnbqk--r,wWbB,,b,e8g8
R-BQK--RPPP-BPPP--N--------NP--------------ppn--pp---ppprnbqkb-r,wWbB,,b,a7a6
R-BQK--RPPP-BPPP--N--------NP--------------ppn--pp---ppprnbqkb-r,wWbB,,b,b8c6
R-BQK--RPPP-BPPP--N--------NP-------------np-n--pp--ppppr-bqkb-r,wWbB,,b,e7e5
R-BQK--RPPP-BPPP--N--------NP-------------nppn--pp---pppr-bqkb-r,wWbB,,w,e1g1
R-BQK--RPPP-BPPP--N--------NP-----------p--ppn---p---ppprnbqkb-r,wWbB,,w,e1g1
R-BQK--RPPP-BPPP--N--------NP-------p-----np-n--pp---pppr-bqkb-r,wWbB,e5,w,d4b3
R-BQK--RPPP-BPPP--N--------NP-------p-----np-n--pp---pppr-bqkb-r,wWbB,e5,w,d4c6
R-BQK--RPPP-NPBP--NP--P-----P-----p-------np--p-pp--ppbpr-bqk-nr,wWbB,,b,e7e5
R-BQK--RPPPN-P-P-----B-q-b----------------n-----pp-p-pppN-bk--nr,wW,,b,g8f6
R-BQK--RPPPN-P-P-----B-q-b----------------n-----ppNp-pppr-b-k-nr,wWbB,,b,e8d8
R-BQK--RPPPN-P-P-----B-q-b----------------n-----ppNp-pppr-bk--nr,wW,,w,c7a8
R-BQK--RPPPN-P-P-----B-q-b----------------n--n--pp-p-pppN-bk---r,wW,,w,a2a3
R-BQK--RPPPN-P-P-----B-q-b-------N--------n-----pppp-pppr-b-k-nr,wWbB,,w,b5c7
R-BQK--RPPPN-PPP-----N----Bp-------q--------p---pp---ppprnb-kbnr,wWbB,,b,d5d8
R-BQK--RPPPN-PqP-----B---b-------N--------n-----pppp-pppr-b-k-nr,wWbB,,b,g2h3
R-BQK--RPPPNBPPP---------b--q----N--------n-----pppp-pppr-b-k-nr,wWbB,,b,e4g2
R-BQK--RPPPNBPqP---------b-------N--------n-----pppp-pppr-b-k-nr,wWbB,,w,e2f3
R-BQK--RPPPP--PP--N--N----B-PP----b-p------p-n--ppp--ppprnbqk--r,wWbB,,b,b8c6
R-BQK--RPPPP--PP--N--N----B-PP----b-p-----np-n--ppp--pppr-bqk--r,wWbB,,w,d2d3
R-BQK--RPPPP--PP--N--N----B-PP----p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,e7e6
R-BQK--RPPPP--PP--N--N----B-PP----p-------n-p-p-pp-p-pbpr-bqk-nr,wWbB,,w,f4f5
R-BQK--RPPPP--PP--N--N----B-Pp--------p---n-----pppp-p-pr-bqkbnr,wWbB,,b,g5g4
R-BQK--RPPPP--PP--N--N----B-Ppp-----------n-----pppp-p-pr-bqkbnr,wWbB,,w,e1g1
R-BQK--RPPPP-PPP------------N-------N---p-p------pp--pppr-bqkb-r,wWbB,,b,d8d4
R-BQK--RPPPP-PPP-----------qN-------N---p-p------pp--pppr-b-kb-r,wWbB,,w,e1g1
R-BQK--RPPPP-PPP--N---------P-------N---p-p--n---pp--pppr-bqkb-r,wWbB,,b,f6e4
R-BQK--RPPPP-PPP--N---------n-------N---p-p------pp--pppr-bqkb-r,wWbB,,w,c3e4
R-BQK--RPPPP-PPP--N--------nP----B--N--------n--pppp-pppr-bqkb-r,wWbB,,b,d8e7
R-BQK--RPPPP-PPP--N--------nP----B--N--------n--ppppqpppr-b-kb-r,wWbB,,w,f2f4
R-BQK--RPPPP-PPP--N--B------P-------p--------n--pppp-pppr-bqkb-r,wWbB,,b,f8c5
R-BQK--RPPPP-PPP--N--B------P-----b-p--------n--pppp-pppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPPPP-PPP--N--N------P-------p---p-B--n---ppp-pppr-bqkb-r,wWbB,,b,d7c6
R-BQK--RPPPP-PPP--N--N------P-------p---p-p------pp--pppr-bqkbnr,wWbB,,b,f7f6
R-BQK--RPPPP-PPP--N--N------P-------p---p-p--n---pp--pppr-bqkb-r,wWbB,,w,f3e5
R-BQK--RPPPP-PPP--N--N------P-------p---p-p--p---pp---ppr-bqkbnr,wWbB,,w,d2d3
R-BQK--RPPPP-PPP--N--N------P----B--p-----n-----ppppnpppr-bqkb-r,wWbB,,b,g7g6
R-BQK--RPPPP-PPP--N--N------P----B--p-----n--n--pppp-pppr-bqkb-r,wWbB,,b,a7a6
R-BQK--RPPPP-PPP--N--N------P----B--p-----n--n--pppp-pppr-bqkb-r,wWbB,,b,c6d4
R-BQK--RPPPP-PPP--N--N------P----B--p-----n--n--pppp-pppr-bqkb-r,wWbB,,b,f8b4
R-BQK--RPPPP-PPP--N--N------P----B--p-----n--n--pppp-pppr-bqkb-r,wWbB,,b,f8c5
R-BQK--RPPPP-PPP--N--N------P----B--p---p-n--n---ppp-pppr-bqkb-r,wWbB,,w,b5c6
R-BQK--RPPPP-PPP--N--N------P----Bb-p-----n--n--pppp-pppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPPPP-PPP--N--N-----nP----B--p--------n--pppp-pppr-bqkb-r,wWbB,,w,b5e2
R-BQK--RPPPP-PPP--N--N-----nP----B--p--------n--pppp-pppr-bqkb-r,wWbB,,w,e1g1
R-BQK--RPPPP-PPP--N--N-----nP----B--p--------n--pppp-pppr-bqkb-r,wWbB,,w,f3d4
R-BQK--RPPPP-PPP--N--N-----nP----B--p--------n--pppp-pppr-bqkb-r,wWbB,,w,f3e5
R-BQK--RPPPP-PPP--N--N----B-P-----b-p-----n-----pppp-pppr-bqk-nr,wWbB,,b,g8f6
R-BQK--RPPPP-PPP--N--N----B-n-------p-----------pppp-ppprnbqkb-r,wWbB,,b,d7d5
R-BQK--RPPPP-PPP--N--N---b--P----B--p-----n--n--pppp-pppr-bqk--r,wWbB,,w,e1g1
R-BQK--RPPPPBPPP--N--N-----nP-------p--------n--pppp-pppr-bqkb-r,wWbB,,b,d4f3
R-BQK--RPPPPBPPP--N--n------P-------p--------n--pppp-pppr-bqkb-r,wWbB,,w,e2f3
R-BQK-NR-----PPPP-PBP-----PP------p---------pn--pp-p-ppprnbq-rk-,wW,,b,b8c6
R-BQK-NR-----PPPP-PBP-----PP------p-------n-pn--pp-p-pppr-bq-rk-,wW,,w,g1e2
R-BQK-NR-P---PPPP-NBP----bPP-------p--------pn--ppp--ppprnbq-rk-,wW,,b,b4c3
R-BQK-NR-P---PPPP-bBP-----PP-------p--------pn--ppp--ppprnbq-rk-,wW,,w,b2c3
R-BQK-NRP----PPP--P-------BPP-----------------p-ppp-ppbprnbq-rk-,wW,,w,g1e2
R-BQK-NRP----PPP--P-------BPP-----------------p-ppp-ppbprnbqk--r,wWbB,,b,e8g8
R-BQK-NRPP---PBP--N---P---PPP--------------p-np-ppp-ppbprnbq-rk-,wW,,b,e7e5
R-BQK-NRPP---PBP--N---P---PPP-------p------p-np-ppp--pbprnbq-rk-,wW,e5,w,g1e2
R-BQK-NRPP---PPP--NBP----bPP----------------pn--pppp-ppprnbq-rk-,wW,,b,d7d5
R-BQK-NRPP---PPP--NBP----bPP-------p--------pn--ppp--ppprnbq-rk-,wW,d5,w,a2a3
R-BQK-NRPP---PPP--NBP----bPP------p---------pn--pp-p-ppprnbqk--r,wWbB,,b,b8c6
R-BQK-NRPP---PPP--NBP----bPP------p-------n-pn--pp-p-pppr-bqk--r,wWbB,,w,g1f3
R-BQK-NRPP--B--P--N-------P-PPP---p--------ppnp-pp----bprnbq-rk-,wW,g4,b,b8c6
R-BQK-NRPP--B--P--N-------P-PPP---p-------nppnp-pp----bpr-bq-rk-,wW,,w,h2h4
R-BQK-NRPP--B-PP--N-------P-PP----p--------pPnp-pp---pbprnbq-rk-,wW,,b,f7e6
R-BQK-NRPP--B-PP--N-------P-PP----p--------ppnp-pp----bprnbq-rk-,wW,,w,g2g4
R-BQK-NRPP--B-PP--N-------P-PP----pP-------p-np-pp--ppbprnbq-rk-,wW,,b,e7e6
R-BQK-NRPP--B-PP--N-------P-PP----pP-------ppnp-pp---pbprnbq-rk-,wW,,w,d5e6
R-BQK-NRPP--B-PP--N-------P-PP----pP-------ppnp-pp---pbprnbq-rk-,wW,,w,g1f3
R-BQK-NRPP--B-PP--N-------PPPP-------------p-np-ppp-ppbprnbq-rk-,wW,,b,c7c5
R-BQK-NRPP--B-PP--N-------PPPP----p--------p-np-pp--ppbprnbq-rk-,wW,c5,w,d4d5
R-BQK-NRPP--B-PP--N-------PPPP----p--------p-np-pp--ppbprnbq-rk-,wW,c5,w,g1f3
R-BQK-NRPP--BPPP--N-------PPP--------------p-np-ppp-ppbprnbq-rk-,wW,,w,c1e3
R-BQK-NRPP--BPPP--N-------PPP--------------p-np-ppp-ppbprnbq-rk-,wW,,w,c1g5
R-BQK-NRPP--BPPP--N-------PPP--------------p-np-ppp-ppbprnbqk--r,wWbB,,b,e8g8
R-BQK-NRPP--PPBP--N---P---PP---------p----pp-n--pp--p-pprnbqkb-r,wWbB,,b,d8c7
R-BQK-NRPP--PPBP--NP--P---P---------p-----n---p-pppp-pbpr-bqk-nr,wWbB,,b,d7d6
R-BQK-NRPP--PPBP--NP--P---P---------p-----np--p-ppp--pbpr-bqk-nr,wWbB,,w,e2e4
R-BQK-NRPP-N-PPP--PB-------P------ppP-------p---pp-n-ppprnbqkb-r,wWbB,,b,b7b6
R-BQK-NRPP-N-PPP--PB-------P------ppP-------p---pp-n-ppprnbqkb-r,wWbB,,b,b8c6
R-BQK-NRPP-N-PPP--PB-------P------ppP-----n-p---pp-n-pppr-bqkb-r,wWbB,,w,g1e2
R-BQK-NRPP-P-PBP--N-P-P---P---------p-----n---p-pppp-pbpr-bqk-nr,wWbB,,b,d7d6
R-BQK-NRPP-P-PBP--N-P-P---P---------p-----np--p-ppp--pbpr-bqk-nr,wWbB,,w,g1e2
R-BQK-NRPP-P-PBP--N-P-P---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,e7e5
R-BQK-NRPP-P-PPP--N-------B-------PnP-------p---pppp-ppprnbqkb-r,wWbB,,b,d7d6
R-BQK-NRPP-PPPBP--N---P------------n----------p-ppp-pp-prnbqkb-r,wWbB,,b,d5b6
R-BQK-NRPP-PPPBP--N---P------------n----------p-ppp-pp-prnbqkb-r,wWbB,,b,d5c3
R-BQK-NRPP-PPPBP--N---P-----------pn------------pp--pppprnbqkb-r,wWbB,,b,d5c7
R-BQK-NRPP-PPPBP--N---P---P---------p------pb---ppp--ppprn-qkbnr,wWbB,,b,b8c6
R-BQK-NRPP-PPPBP--N---P---P---------p-----n---p-pppp-p-pr-bqkbnr,wWbB,,b,f8g7
R-BQK-NRPP-PPPBP--N---P---P---------p-----n---p-pppp-pbpr-bqk-nr,wWbB,,w,a1b1
R-BQK-NRPP-PPPBP--N---P---P---------p-----n---p-pppp-pbpr-bqk-nr,wWbB,,w,d2d3
R-BQK-NRPP-PPPBP--N---P---P---------p-----n---p-pppp-pbpr-bqk-nr,wWbB,,w,e2e3
R-BQK-NRPP-PPPBP--N---P---P-------p-------n---p-pp-ppp-pr-bqkbnr,wWbB,,b,f8g7
R-BQK-NRPP-PPPBP--N---P---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,w,e2e3
R-BQK-NRPP-PPPBP--N---P---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,w,e2e4
R-BQK-NRPP-PPPBP--N---P---P-------p-------n---p-pp-pppbpr-bqk-nr,wWbB,,w,g1f3
R-BQK-NRPPP---BP--NP--P-----PP----p-------np--p-pp--ppbpr-bqk-nr,wWbB,f4,b,e7e5
R-BQK-NRPPP--PBP--NP--P-----P-----p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,d7d6
R-BQK-NRPPP--PBP--NP--P-----P-----p-------n---p-pp-pppbpr-bqk-nr,wWbB,,b,e7e6
